Name,URL,Image_URL,Indirect:,Episode count:,Born:,Last appears,Cellmate(s):,Eye color,Sex,Original Identity,Occupation,Death reason:,Shows,Cellmate(s),First appears:,Prison,Age,Sex:,First Appearance,Alias(es):,Family,Cause of death,Season(s):,Portrayed by,Affiliations,Last Appearance,Last appears:,Species:,Kills:,First appears,Death,Sentence,Status,Affiliations:,Prison:,Actor,Created by:,Portrayed by:,Status:,Hair color,Other names,Crime(s),Died:
Ferguson,https://prisonbreak.fandom.com/wiki/Ferguson,https://static.wikia.nocookie.net/prisonbreak/images/7/75/40.JPG/revision/latest/scale-to-width-down/268?cb=20100731090723,,,,The Sunshine State,,,,,,,,,,,,,,,,Killed when Sara Tancredi caused a collision and flipped his vehicle,,Graham McTavish,,,,,,Selfless,2005,,Deceased,,,,,,,,,,
Fernando Sucre,https://prisonbreak.fandom.com/wiki/Fernando_Sucre,https://static.wikia.nocookie.net/prisonbreak/images/e/e5/Amaurynolasco2.jpg/revision/latest/scale-to-width-down/267?cb=20110420173457,,,,Progeny,,,,,,,,Michael Scofield ( Cell 40 ) Petey (possible) Unknown cellmate,,"Fox River , Sona",,,,,Lila Maria Sucre (daughter) Maricruz Delgado (lover),,,Amaury Nolasco Karlo Hackenberger [ 1 ] (Deutch),,,,,,Pilot,,Five years,"Alive, fugitive, freed",,,,,,,,Jorge Rivera Nando (by Hector ) Julio (by Brad Bellick ) Sugar (by Gretchen Morgan ),Aggravated robbery,
Fernando Sucre (Pobeg),https://prisonbreak.fandom.com/wiki/Fernando_Sucre_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Sucre (The Conspiracy),https://prisonbreak.fandom.com/wiki/Fernando_Sucre_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/b/b8/Fernando_Scure.png/revision/latest/scale-to-width-down/268?cb=20100527144318,,,,,,,,,,,,Michael Scofield ( Cell 40 ) Tom Paxton ( Cell 44 ) Petey (possible),,Fox River,,,,,,,,Amaury Nolasco (English),,,,,,,,5 years,Alive,,,,,,,,,"Aggravated robbery, escaping prison",
Ferris,https://prisonbreak.fandom.com/wiki/Ferris,,,,,Steaks,,,,,,,,,,,,,,,,,,Jesse Bond,,,,,,Steaks,,,Deceased,,,,,,,,,,
Fischer,https://prisonbreak.fandom.com/wiki/Fischer,,,1,,,,,,,,Killed by Benecio Cruz,,,Cruz Control,,,Male,,,,,2,,,,Cruz Control,,,,,,,,,,,,Deceased,,,,2011 or 2012
Flat Tire,https://prisonbreak.fandom.com/wiki/Flat_Tire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foley,https://prisonbreak.fandom.com/wiki/Foley,https://static.wikia.nocookie.net/prisonbreak/images/c/cc/Normal_ep201_117.jpg/revision/latest/scale-to-width-down/268?cb=20100811140356,,,,Manhunt,,,,,,,,,,,,,,,,,,Katherine Willis,,,,,,Manhunt,,,Alive,,,,,,,,,,
Fox River Inmate's girlfriend,https://prisonbreak.fandom.com/wiki/Fox_River_Inmate%27s_girlfriend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Tancredi (Pobeg),https://prisonbreak.fandom.com/wiki/Frank_Tancredi_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Jake,https://prisonbreak.fandom.com/wiki/Fraser_Jake,https://static.wikia.nocookie.net/prisonbreak/images/2/27/Fraser_Jake.jpg/revision/latest/scale-to-width-down/268?cb=20100529144650,,,,,,,,,,,,,,Fox River,,,,,,,,Unknown voice actor (Deutch),,,,,,,,(Unknown),Alive,,,,,,,,,(Crimes in prison; Unknown),
Fritz Gunderson's rival,https://prisonbreak.fandom.com/wiki/Fritz_Gunderson%27s_rival,,,1,,,,,,,,,,,Pilot,,,Male,,,,,Breakout Kings : 1,,,,Pilot,,,,,,,,,,Matt Olmstead Nick Santora,( unknown actor ),Alive,,,,
Frost,https://prisonbreak.fandom.com/wiki/Frost,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,,,Killing Your Number,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,Killing Your Number,,,Alive,,,,,,,,,,
Gavin Smallhouse,https://prisonbreak.fandom.com/wiki/Gavin_Smallhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General (The Conspiracy),https://prisonbreak.fandom.com/wiki/General_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Jonathan Krantz bodyguard (I),https://prisonbreak.fandom.com/wiki/General_Jonathan_Krantz_bodyguard_(I),https://static.wikia.nocookie.net/prisonbreak/images/e/ed/Quiet_Riot_1.PNG/revision/latest/scale-to-width-down/268?cb=20110610011957,,2,,,,,,,,"Pointed a gun at him by Sucre (Lincoln pointed a gun at Krantz, Mahone at a bodyguard). He was hold captive in the Scylla room by Michael , Sucre, Lincoln and Mahone. Krantz never came back to the elevator, so he died there.",,,Quiet Riot,,,Male,,,,,4,,,,Selfless,,,,,,,General Jonathan Krantz The Company,,,,( unknown actor ),Deceased,,,,
General Jonathan Krantz bodyguard (II),https://prisonbreak.fandom.com/wiki/General_Jonathan_Krantz_bodyguard_(II),https://static.wikia.nocookie.net/prisonbreak/images/e/ed/Quiet_Riot_1.PNG/revision/latest/scale-to-width-down/268?cb=20110610011957,,2,,,,,,,,"Was left in the room where Scylla was stored, fate is unknown.",,,Quiet Riot,,,Male,,,,,4,,,,Selfless,,,,,,,The Company,,,,( unknown actor ),Unknown,,,,
George Brighton,https://prisonbreak.fandom.com/wiki/George_Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Slotkin,https://prisonbreak.fandom.com/wiki/George_Slotkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgie,https://prisonbreak.fandom.com/wiki/Georgie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost,https://prisonbreak.fandom.com/wiki/Ghost,,,,,,,,Male,,Inmate,,,,,,,,,,,,,Clayton Cardenas,,,,,,,,,Alive,,,,,,,,,,
Gracey Hollander,https://prisonbreak.fandom.com/wiki/Gracey_Hollander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracie,https://prisonbreak.fandom.com/wiki/Gracie,https://static.wikia.nocookie.net/prisonbreak/images/8/83/Gracie.jpg/revision/latest/scale-to-width-down/268?cb=20111029172647,,1,,,,,,,,,,,Manhunt,,,Female,,,,,2,,,,Manhunt,,,,,,,,,,,Carlisle Studer,Alive,,,,
Graham Roland (There are Rules),https://prisonbreak.fandom.com/wiki/Graham_Roland_(There_are_Rules),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravedigger,https://prisonbreak.fandom.com/wiki/Gravedigger,,,3,,,,,,,,Shot by Gretchen Morgan,,,Orientación,,,Male,,,,,3,,,,Good Fences,,,,,,,,,,,Anthony Escobar,Deceased,,,,2005
Graziano,https://prisonbreak.fandom.com/wiki/Graziano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greer Abrams,https://prisonbreak.fandom.com/wiki/Greer_Abrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Rydenour,https://prisonbreak.fandom.com/wiki/Greg_Rydenour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregg Bilson,https://prisonbreak.fandom.com/wiki/Gregg_Bilson,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,,,(Name appears on paper),,,,,,,,,,,,,,,,,,,,,,,,(Name appears on paper),,,Alive,,,,,,,,,,
Gregory Furnace,https://prisonbreak.fandom.com/wiki/Gregory_Furnace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory White,https://prisonbreak.fandom.com/wiki/Gregory_White,https://static.wikia.nocookie.net/prisonbreak/images/3/37/Greg1.GIF/revision/latest/scale-to-width-down/268?cb=20090321205857,,,,Selfless,,,Male,,,,,,,,53,,,,,Gunned down by Gretchen Morgan,,Michael Bryan French,,,,,,Shut Down,2005,,Deceased,,,,,,,Gray,,,
Gretchen Morgan,https://prisonbreak.fandom.com/wiki/Gretchen_Morgan,https://static.wikia.nocookie.net/prisonbreak/images/a/aa/Gretchen_Morgan_Season_4.JPG/revision/latest/scale-to-width-down/268?cb=20080907021603,,,,4x24,,Blue,Female,,,,,,,Miami-Dade Penitentiary Women's Facility,,,,,,,,Jodi Lyn O'Keefe Eva Michaelis [ 1 ] (Deutch),,,,,,3x1,,,Alive (Incarcerated),,,,,,,Black,Susan B. Anthony,,
Gretchen and Rita Morgan's father,https://prisonbreak.fandom.com/wiki/Gretchen_and_Rita_Morgan%27s_father,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,12,3,,,,,,,,Unknown causes [ 1 ] [ 2 ] [ 3 ],,,The Legend,,,Male,,,,,4,,,,The Sunshine State,,,,,,,,,,Karyn Usher,,Deceased,,,,Unknown
Griffin Oren,https://prisonbreak.fandom.com/wiki/Griffin_Oren,https://static.wikia.nocookie.net/prisonbreak/images/6/67/Oren.jpg/revision/latest/scale-to-width-down/268?cb=20080924062022,,,,The Mother Lode,,,,,,,,,,,,,,,,Shot to death by a Company Operative,,Shaun Duke,,,,,,Safe and Sound,2005,,Deceased,,,,,,,,,,
Gus Fiorello,https://prisonbreak.fandom.com/wiki/Gus_Fiorello,https://static.wikia.nocookie.net/prisonbreak/images/0/05/1071.JPG/revision/latest/scale-to-width-down/267?cb=20070328092834,,5,,,,,,,,,,,Cell Test,,,Male,,Gus,,,1,,,,Sleight of Hand,,,,,,,,Fox River,,Michael Pavone,Peter J. Reinemann,Alive,,,,
Gus Fiorello (Pobeg),https://prisonbreak.fandom.com/wiki/Gus_Fiorello_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gus Fiorello (The Conspiracy),https://prisonbreak.fandom.com/wiki/Gus_Fiorello_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/d/de/Vlcsnap-2010-03-21-18h30m42s29.jpg/revision/latest/scale-to-width-down/268?cb=20100801175100,,,,,,,,,,,,,,Fox River,,,,,,,,Rick Pasqualone [ 1 ] (English) Unknown voice actor (Deutch),,,,,,,,,Alive,,,,,,,,,,
Gwen,https://prisonbreak.fandom.com/wiki/Gwen,,,1,,,,,,,,,,,Pilot,,,Female,,,,,1,,,,Pilot,,,,,,,,,,,,Alive,,,,
H. Sheuring,https://prisonbreak.fandom.com/wiki/H._Sheuring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hal Beandep,https://prisonbreak.fandom.com/wiki/Hal_Beandep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haley,https://prisonbreak.fandom.com/wiki/Haley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haley's brother,https://prisonbreak.fandom.com/wiki/Haley%27s_brother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haley's father,https://prisonbreak.fandom.com/wiki/Haley%27s_father,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haley's mother,https://prisonbreak.fandom.com/wiki/Haley%27s_mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hank,https://prisonbreak.fandom.com/wiki/Hank,,,,,,,,,,,,,,Unearthed,,,Male,,,,,2,,,,Unearthed,,,,,,,,,,,( unknown actor ),Alive,,,,
Hannah Richman,https://prisonbreak.fandom.com/wiki/Hannah_Richman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harlan Gaines,https://prisonbreak.fandom.com/wiki/Harlan_Gaines,,,1,,,,,,,,,,,,,,Male,,,,,5,,,,,,,,,,,,,,,,Deceased,,,,2014
Harold Jenkins,https://prisonbreak.fandom.com/wiki/Harold_Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,https://prisonbreak.fandom.com/wiki/Harris,https://static.wikia.nocookie.net/prisonbreak/images/1/14/971344_20100413_790screen005.jpg/revision/latest/scale-to-width-down/268?cb=20100521172652,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (Deutch),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Harry Lee Redding,https://prisonbreak.fandom.com/wiki/Harry_Lee_Redding,https://static.wikia.nocookie.net/prisonbreak/images/2/2f/BreakoutKings-107-0321.jpg/revision/latest/scale-to-width-down/268?cb=20110801095035,,,,Fun with Chemistry,,,,,,,,,,Sing Sing Correctional Facility,,,,,,,,Jeff Kober,,,,,,Fun with Chemistry,,(Unknown),Alive,,,,,,,,,(Crimes in prison; unknown),
Harvey Hall,https://prisonbreak.fandom.com/wiki/Harvey_Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heather,https://prisonbreak.fandom.com/wiki/Heather,https://static.wikia.nocookie.net/prisonbreak/images/4/4a/Screen_Shot_2017-07-12_at_7.22.31_PM.png/revision/latest/scale-to-width-down/268?cb=20170713002307,,,,,,,,,,,,,,,,Female,,,,,5,,,,,,,,,,,,,,,,Unknown,,,,
Heather Storrow,https://prisonbreak.fandom.com/wiki/Heather_Storrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Avila,https://prisonbreak.fandom.com/wiki/Hector_Avila,https://static.wikia.nocookie.net/prisonbreak/images/3/33/250px-Pb_hector.jpg/revision/latest?cb=20070302190537,,,,2x10,,,,,,,,,,,,,,,,,,Kurt Caceres,,,,,,1x2,,,Alive,,,,,,,,,,
Henry Kishida,https://prisonbreak.fandom.com/wiki/Henry_Kishida,,,3,,,,,,,,Shot by A&W,,,Kaniel Outis (episode),,,Male,,,,,5,,,,Wine Dark Sea (episode),,,,,,,,,,,Curtis Lum,Deceased,,,,
Henry Pope,https://prisonbreak.fandom.com/wiki/Henry_Pope,https://static.wikia.nocookie.net/prisonbreak/images/f/fd/Prison-break84.jpg/revision/latest?cb=20110420174129,,23,,,,,,,,,,,Pilot,,,Male,,,,,"PB : 1 , 2 BK : season 1",,,,Bad Blood,,,,,,,,,,,Stacy Keach Klaus Sonnenschein [ 1 ] (Deutch),Alive,,,,
Henry Pope (Pobeg),https://prisonbreak.fandom.com/wiki/Henry_Pope_(Pobeg),https://static.wikia.nocookie.net/prisonbreak/images/9/92/Pobeg---popov.jpg/revision/latest/scale-to-width-down/268?cb=20110219162819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Pope (The Conspiracy),https://prisonbreak.fandom.com/wiki/Henry_Pope_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/c/c4/Henryb.jpg/revision/latest/scale-to-width-down/268?cb=20100527145728,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (English) Unknown voice actor (Deutch),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Herb Stanton,https://prisonbreak.fandom.com/wiki/Herb_Stanton,https://static.wikia.nocookie.net/prisonbreak/images/a/ad/Thumb-1831.jpg/revision/latest?cb=20100129223452,,,,Deal or No Deal,,,Male,,,,,,,,50’s,,,,,shot in the chest by Richard Sooter,,Michael O'Neill,,,,,,Shut Down,2005,,Deceased,,,,,,,Brown,,,
Holt Keane,https://prisonbreak.fandom.com/wiki/Holt_Keane,,,,,,,,Male,,,,,,,,,,,,,,,Donal Logue,,,,,,,,,Alive,,,,,,,,,,
Homeland Security guard,https://prisonbreak.fandom.com/wiki/Homeland_Security_guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Scuderi,https://prisonbreak.fandom.com/wiki/Howard_Scuderi,https://static.wikia.nocookie.net/prisonbreak/images/8/8c/Howard_Scuderi.JPG/revision/latest/scale-to-width-down/268?cb=20081008015532,,4,,,,,,,,Shot by General Jonathan Krantz,,,Five the Hard Way,,,Male,,,,,4,,,,Deal Or No Deal,,,,,,,,,,,Jude Ciccolella,Deceased,,,,2005
Howard Scuderi's bodyguard,https://prisonbreak.fandom.com/wiki/Howard_Scuderi%27s_bodyguard,https://static.wikia.nocookie.net/prisonbreak/images/f/f0/Normal_407-720.jpg/revision/latest/scale-to-width-down/268?cb=20100408183115,,1,,,,,,,,,,,Five the Hard Way,,,Male,,,,,1,,,,Five the Hard Way,,,,,,,,,,,Lonnie Hughes [ 1 ],Alive,,,,
Hucks,https://prisonbreak.fandom.com/wiki/Hucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter,https://prisonbreak.fandom.com/wiki/Hunter,https://static.wikia.nocookie.net/prisonbreak/images/f/fc/Normal_ep201_129.jpg/revision/latest/scale-to-width-down/268?cb=20101104074102,,1,,,,,,,,,,,Manhunt,,,Male,,,,,2,,,,Manhunt,,,,,,,,,,,Stuart Greer,Alive,,,,
Hurtado,https://prisonbreak.fandom.com/wiki/Hurtado,https://static.wikia.nocookie.net/prisonbreak/images/0/0e/Hurtado1.jpg/revision/latest?cb=20110505123418,,,,Vamonos,,,,,,,,,,,,,,,,,,,,,,,,Interference,,,Alive,,,,,,,,,,
Hutchinson,https://prisonbreak.fandom.com/wiki/Hutchinson,https://static.wikia.nocookie.net/prisonbreak/images/0/09/PrisonBreakS04E20HDTVXviD-LOLavi019.jpg/revision/latest/scale-to-width-down/268?cb=20100508161140,,1,,,,,,,,Shot by Ralph Becker,,,Cowboys and Indians,,,Male,,,,,4,,,,Cowboys and Indians,,,,,,,,,,,Michael McGrady,Deceased,,,,
Ib. Krause,https://prisonbreak.fandom.com/wiki/Ib._Krause,https://static.wikia.nocookie.net/prisonbreak/images/8/8c/FemaleOrMale.jpg/revision/latest?cb=20110324160211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
Ives,https://prisonbreak.fandom.com/wiki/Ives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Chappetta,https://prisonbreak.fandom.com/wiki/J._Chappetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Krause,https://prisonbreak.fandom.com/wiki/J._Krause,https://static.wikia.nocookie.net/prisonbreak/images/8/8c/FemaleOrMale.jpg/revision/latest?cb=20110324160211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
J. Vingelis,https://prisonbreak.fandom.com/wiki/J._Vingelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,https://prisonbreak.fandom.com/wiki/JJ,https://static.wikia.nocookie.net/prisonbreak/images/3/3c/JJ.jpg/revision/latest/scale-to-width-down/268?cb=20100329143153,,,,1x22,,,,,,,,,,,,,,,,,,Javon Johnson,,,,,,1x11,,,Alive,,,,,,,,,,
Ja,https://prisonbreak.fandom.com/wiki/Ja,https://static.wikia.nocookie.net/prisonbreak/images/c/c7/Ja.png/revision/latest/scale-to-width-down/268?cb=20170514100011,,6,,,,,,,,,,,Kaniel Outis,,,Male,,,,,5,,,,Wine Dark Sea,,,,,,,,,,,Rick Yune,Alive,,,,
Jack Mannix,https://prisonbreak.fandom.com/wiki/Jack_Mannix,https://static.wikia.nocookie.net/prisonbreak/images/9/99/Jacmanix.jpg/revision/latest/scale-to-width-down/232?cb=20100416183429,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,Fox River,,,,,,,,Unknown voice actor (English) Unknown voice actor (Deutch) Unknown voice actor (French),,,,,,Prison Break - The Conspiracy (Game),,,Deceased,,,,,,,,Jack (by everyone),,
Jack Mannix's father,https://prisonbreak.fandom.com/wiki/Jack_Mannix%27s_father,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson (Hulu),https://prisonbreak.fandom.com/wiki/Jackson_(Hulu),,,,,,,,Male,,Politician,,,,,,,,,,,,,Lukas Gage,,,,,,,,,Alive,,,,,,,,,,
Jacob Anton Ness,https://prisonbreak.fandom.com/wiki/Jacob_Anton_Ness,https://static.wikia.nocookie.net/prisonbreak/images/f/f8/Jacobantonness.jpg/revision/latest/scale-to-width-down/268?cb=20170506132908,,9,,,"Theodore ""T-Bag"" Bagwell",,,,,"Strangled by Theodore ""T-Bag"" Bagwell off-screen.",,,Ogygia,,,Male,,Poseidon,,,5,,,,Behind The Eyes,,1,,,,,,Fox River State Penitentiary,,,Mark Feuerstein,Deceased,,,,2017
James Bagwell Jr.,https://prisonbreak.fandom.com/wiki/James_Bagwell_Jr.,https://static.wikia.nocookie.net/prisonbreak/images/0/0e/Bagwell2.jpg/revision/latest?cb=20100330090953,,,,Odd Man Out,,,,,,,,,,,,,,,,,,Bobby Linkhart,,,,,,Odd Man Out,,,Deceased,,,,,,,,,,
James Riley,https://prisonbreak.fandom.com/wiki/James_Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Huang,https://prisonbreak.fandom.com/wiki/Jamie_Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamil,https://prisonbreak.fandom.com/wiki/Jamil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,,,,,,,,,,
Jane Tachara,https://prisonbreak.fandom.com/wiki/Jane_Tachara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janice Day,https://prisonbreak.fandom.com/wiki/Janice_Day,https://static.wikia.nocookie.net/prisonbreak/images/1/13/Janice1.jpg/revision/latest/scale-to-width-down/268?cb=20110507094610,,,,Steaks,,,,,,,,,,,,,,,,,,Tricia Braun,,,,,,Steaks,,,Alive,,,,,,,,,,
Janitor,https://prisonbreak.fandom.com/wiki/Janitor,https://static.wikia.nocookie.net/prisonbreak/images/2/2d/Normal_113_339.jpg/revision/latest/scale-to-width-down/268?cb=20110130110116,,1,,,,,,,,,,,End of the Tunnel,,,Male,,,,,4,,,,End of the Tunnel,,,,,,,,,,,Manny Sosa,Alive,,,,
"Jason ""Maytag"" Buchanan",https://prisonbreak.fandom.com/wiki/Jason_%22Maytag%22_Buchanan,https://static.wikia.nocookie.net/prisonbreak/images/d/de/Maytag.jpg/revision/latest/scale-to-width-down/268?cb=20110713152608,,2,,,,,,,,Stabbed by a Fox River inmate,,,Allen,,,Male,,,,,"1 , 2",,,,Fin Del Camino,,,,,,,Theodore Bagwell's gang,Fox River,,Paul Scheuring,Brian Hamman,Deceased,,,,2005
Jason Buchanan (Pobeg),https://prisonbreak.fandom.com/wiki/Jason_Buchanan_(Pobeg),https://static.wikia.nocookie.net/prisonbreak/images/d/d9/KobaAlexeiJason.jpg/revision/latest/scale-to-width-down/268?cb=20111025173446,,,,,,,,,,Stabbed by C-Note,,,,,,Male,,,,,1,,,,,,,,,,,,Unnamed prison,,,( unknown actor ),Deceased,,,,
Jason Lief,https://prisonbreak.fandom.com/wiki/Jason_Lief,https://static.wikia.nocookie.net/prisonbreak/images/6/60/Bscap001.jpg/revision/latest/scale-to-width-down/268?cb=20090405152843,,,,Scylla,,,,,,,,,,,,,,,,,,John Rosenfeld,,,,,,The Art of the Deal (Mentioned only),,,Deceased,,,,,,,,,,
Jason Lief's bodyguard,https://prisonbreak.fandom.com/wiki/Jason_Lief%27s_bodyguard,https://static.wikia.nocookie.net/prisonbreak/images/f/ff/Normal_401-197.jpg/revision/latest/scale-to-width-down/268?cb=20100801132740,,1,,,,,,,,Shot by James Whistler,,,Scylla,,,Male,,,,,4,,,,Scylla,,,,,,,,,,Matt Olmstead,( unknown actor ),Deceased,,,,2005
Jasper Potts,https://prisonbreak.fandom.com/wiki/Jasper_Potts,https://static.wikia.nocookie.net/prisonbreak/images/6/64/Normal_402-465.jpg/revision/latest/scale-to-width-down/268?cb=20100408181642,,,,Eagles and Angels,,,,,,,,,,,,,,,,,,,,,,,,Breaking and Entering,,,Deceased,,,,,,,,,,
Jeanette Owens,https://prisonbreak.fandom.com/wiki/Jeanette_Owens,https://static.wikia.nocookie.net/prisonbreak/images/d/d2/Normal_ep206_110.jpg/revision/latest/scale-to-width-down/268?cb=20100415173839,,3,,,,,,,,,,,Subdivision,,,Female,,,,,2,,,,Unearthed,,,,,,,,,,,Diana Scarwid,Alive,,,,
Jeanette Owens' ex,https://prisonbreak.fandom.com/wiki/Jeanette_Owens%27_ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Nathan,https://prisonbreak.fandom.com/wiki/Jeffrey_Nathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenae Conlin,https://prisonbreak.fandom.com/wiki/Jenae_Conlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Mandel,https://prisonbreak.fandom.com/wiki/Jennifer_Mandel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah King,https://prisonbreak.fandom.com/wiki/Jeremiah_King,https://static.wikia.nocookie.net/prisonbreak/images/a/aa/C-NoteJeremiah.jpg/revision/latest/scale-to-width-down/268?cb=20101204153822,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (English) Unknown voice actor (Deutch) Unknown voice actor (French),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Jeremiah King's gang member,https://prisonbreak.fandom.com/wiki/Jeremiah_King%27s_gang_member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Curtin,https://prisonbreak.fandom.com/wiki/Jerry_Curtin,https://static.wikia.nocookie.net/prisonbreak/images/f/f9/Normalep204097.jpg/revision/latest/scale-to-width-down/268?cb=20100518143210,,,,First Down,,,,,,,,,,,,,,,,,,,,,,,,First Down,,,Alive,,,,,,,,,,
Jersey,https://prisonbreak.fandom.com/wiki/Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessica Strand,https://prisonbreak.fandom.com/wiki/Jessica_Strand,,,,,,,,Female,,Warden,,,,,,,,,,,,,Margo Martindale,,,,,,,,,Alive,,,,,,,,,,
Jim Minish,https://prisonbreak.fandom.com/wiki/Jim_Minish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimenez,https://prisonbreak.fandom.com/wiki/Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joan Lerhop,https://prisonbreak.fandom.com/wiki/Joan_Lerhop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanna Shinn,https://prisonbreak.fandom.com/wiki/Joanna_Shinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Dahl,https://prisonbreak.fandom.com/wiki/Joe_Dahl,,,,,,,,Male,,Detective,,,,,,,,,,,,,Ray McKinnon,,,,,,,,,Alive,,,,,,,,,,
Joe Daniels,https://prisonbreak.fandom.com/wiki/Joe_Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
