char_id,is_character,appears_onscreen,dies_in_narrative
ab7744eb2623,1,1,0
9a26f773af8d,1,0,1
e93c1a713843,1,0,0
a45130bace69,1,1,0
0f57b0d8838b,1,1,0
88c15580de7a,1,1,0
425779ff01b4,1,1,0
9501034470d8,1,1,0
e9de0e50024a,1,1,0
1850e7e73bb7,1,1,-1
9b9021a57400,1,1,0
847184a8c0d3,1,1,0
b02bc0a6fbcc,1,1,0
a41c7b3882e6,1,1,0
44725b94ea9d,1,1,0
fdfe60c82348,1,1,0
db7c0df9c069,1,1,0
4d525e45b3d5,-1,-1,-1
f7a7aa943cad,1,1,0
de82a79104bb,1,1,0
a56dd6a1f80f,1,1,0
ebd4242d8167,1,1,0
af4f8908b714,1,1,0
0a77d4076c28,1,0,-1
5d4531a5e6eb,1,1,0
c1272a1fb925,1,1,1
5ce42e83ab83,1,1,1
0baaac4343cb,1,1,-1
76e00e5903a0,1,1,0
1cfaeadb7c8b,1,1,-1
e1582392c408,1,1,-1
b30caab6aaea,1,1,-1
f39d41c43e78,1,0,0
bec8fc7e34a5,1,1,1
657c8a524ac5,1,1,0
645f82cfd5c9,1,1,1
e2e5d5459e88,1,1,1
ba252816ada2,1,1,1
4048f069a783,1,1,0
